seed,seed_target,candidate,feature_type,suggested_target,similarity,purity,coverage,ambiguity,context_rule_hint
演唱会,UP,的演唱会,char,UP,0.75,0.6,3,2,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
幸福了,UP,幸福了！,char,UP,0.75,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福了,UP,幸福,char,UP,0.6667,0.6178,139,49,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
旅行vlog,UP,vlog,word,UP,0.6667,0.6735,66,18,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
GPA,UP,pa,char,UP,0.6667,0.5872,64,27,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
港大offer,UP,offer,char,UP,0.6667,0.5636,62,34,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
实习offer,UP,offer,char,UP,0.6667,0.5636,62,34,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
接到offer,UP,offer,char,UP,0.6667,0.5636,62,34,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
氛围感,UP,氛围,char,UP,0.6667,0.5517,48,23,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,pe,char,UP,0.6667,0.6154,40,15,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
GPA,UP,Pa,char,UP,0.6667,0.6585,27,13,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
减肥,UP,#减肥,hash,UP,0.6667,0.551,27,14,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,Re,char,UP,0.6667,0.8462,22,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福了,UP,福了,char,UP,0.6667,0.7586,22,6,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
机会,UP,机会，,char,UP,0.6667,0.5882,20,8,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
27岁,UP,2岁,char,UP,0.6667,0.6129,19,8,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
旅行vlog,UP,vlog,char,UP,0.6667,0.6129,19,8,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,ree,char,UP,0.6667,0.5667,17,10,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
氛围感,UP,围感,char,UP,0.6667,0.5517,16,8,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,ial,char,UP,0.6667,0.6667,16,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,ere,char,UP,0.6667,0.7895,15,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
奢侈品,UP,奢侈,char,UP,0.6667,0.6,15,6,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,To,char,UP,0.6667,0.5652,13,9,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
逆袭,UP,#逆袭,hash,UP,0.6667,0.5652,13,10,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
面试,UP,，面试,char,UP,0.6667,0.5652,13,7,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
留学,UP,留学生,char,UP,0.6667,0.5652,13,8,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
逆袭,UP,#逆袭,hash,UP,0.6667,0.5652,13,10,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
逆袭,UP,#逆袭,hash,UP,0.6667,0.5652,13,10,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,mal,char,UP,0.6667,0.7059,12,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
超可爱,UP,超可,char,UP,0.6667,0.5714,12,6,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
面试,UP,面试过,char,UP,0.6667,0.7857,11,3,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
GPA,UP,APP,char,UP,0.6667,0.5556,10,6,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
接到offer,UP,到offe,char,UP,0.6667,0.5882,10,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,第一的,char,UP,0.6667,0.8182,9,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,tal,char,UP,0.6667,0.6429,9,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
圆了梦,UP,了梦,char,UP,0.6667,0.8182,9,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
考过了,UP,考过,char,UP,0.6667,0.6154,8,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
天鹅颈,UP,天鹅,char,UP,0.6667,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
试一下,UP,一试,char,UP,0.6667,0.6154,8,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,alo,char,UP,0.6667,0.7273,8,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,al的,char,UP,0.6667,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
豪宅,UP,#豪宅,hash,UP,0.6667,1.0,8,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
香奈儿,UP,香奈,char,UP,0.6667,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
香奈儿,UP,奈儿,char,UP,0.6667,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
台湾,UP,#台湾,hash,UP,0.6667,0.6154,8,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
留学,UP,国留学,char,UP,0.6667,0.6154,8,5,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
落地,UP,落地窗,char,UP,0.6667,0.5714,8,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
好自由,UP,由自,char,UP,0.6667,0.5714,8,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
500亿,UP,0亿,char,UP,0.6667,0.6667,8,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
卷不过,AMBIGUOUS,卷不,char,UP,0.6667,0.7,7,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
比别人,AMBIGUOUS,人比,char,UP,0.6667,0.6364,7,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
比我,AMBIGUOUS,比我更,char,UP,0.6667,1.0,7,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
211,UP,21年,char,UP,0.6667,0.7778,7,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
GPA,UP,apa,char,UP,0.6667,1.0,7,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
奖学金,UP,奖金,char,UP,0.6667,0.875,7,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
试一下,UP,试一试,char,UP,0.6667,0.6364,7,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,lac,char,UP,0.6667,0.6364,7,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,anl,char,UP,0.6667,1.0,7,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,alf,char,UP,0.6667,1.0,7,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
同龄人,AMBIGUOUS,人同,char,UP,0.6667,0.75,6,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
就我,AMBIGUOUS,就像我,char,UP,0.6667,0.6667,6,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
羡慕,AMBIGUOUS,好羡慕,char,UP,0.6667,0.6667,6,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,ppr,char,UP,0.6667,0.6667,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,tot,char,UP,0.6667,0.8571,6,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
同事,AMBIGUOUS,同事都,char,UP,0.6667,0.6,6,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,第一份,char,UP,0.6667,0.6,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
GPA,UP,pap,char,UP,0.6667,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
考过了,UP,了考,char,UP,0.6667,0.6,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
瘦下来,UP,瘦下,char,UP,0.6667,1.0,6,0,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
面试,UP,场面试,char,UP,0.6667,1.0,6,0,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
收入,UP,年收入,char,UP,0.6667,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,️Airb,char,UP,0.6667,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,irbnb】,char,UP,0.6667,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,las,char,UP,0.6667,0.6667,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,lma,char,UP,0.6667,0.8571,6,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
好快乐,UP,好快,char,UP,0.6667,0.6,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
减肥,UP,的减肥,char,UP,0.6667,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
比别人,AMBIGUOUS,比人,char,UP,0.6667,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
比我,AMBIGUOUS,比我小,char,UP,0.6667,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,eer,char,UP,0.6667,0.5556,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,eP,char,UP,0.6667,0.7143,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,OT,char,UP,0.6667,0.625,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,来第一,char,UP,0.6667,0.625,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,到第一,char,UP,0.6667,0.5556,5,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,界第一,char,UP,0.6667,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
GPA,UP,AG,char,UP,0.6667,0.5556,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
录取,UP,录取，,char,UP,0.6667,0.8333,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
清华,UP,清华的,char,UP,0.6667,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
港大offer,UP,Offer,char,UP,0.6667,0.7143,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
面试,UP,和面试,char,UP,0.6667,0.5556,5,4,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
面试,UP,在面试,char,UP,0.6667,0.8333,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
面试,UP,到面试,char,UP,0.6667,0.8333,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
面试,UP,：面试,char,UP,0.6667,1.0,5,0,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
面试,UP,拟面试,char,UP,0.6667,1.0,5,0,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
眼睛,UP,眼睛亮,char,UP,0.6667,0.7143,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
入职,UP,入职了,char,UP,0.6667,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
实习offer,UP,Offer,char,UP,0.6667,0.7143,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
接到offer,UP,Offer,char,UP,0.6667,0.7143,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
27岁,UP,22岁,char,UP,0.6667,0.5556,5,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,arl,char,UP,0.6667,0.5556,5,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,ral,char,UP,0.6667,0.5556,5,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,eal,char,UP,0.6667,0.5556,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,aly,char,UP,0.6667,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,ally,char,UP,0.6667,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
买房,UP,#买房,hash,UP,0.6667,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
海景房,UP,景房,char,UP,0.6667,0.625,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
留学,UP,我留学,char,UP,0.6667,0.8333,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
超可爱,UP,超爱,char,UP,0.6667,0.5556,5,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
减肥,UP,减肥的,char,UP,0.6667,0.5556,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人家都,AMBIGUOUS,人人都,char,UP,0.6667,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
别人都,AMBIGUOUS,人人都,char,UP,0.6667,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
比我,AMBIGUOUS,比我们,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
羡慕,AMBIGUOUS,羡慕有,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,Pe,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,oop,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,ott,char,UP,0.6667,0.5714,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,ppo,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
层次,AMBIGUOUS,有层次,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,：第一,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,出第一,char,UP,0.6667,0.5714,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,第一反,char,UP,0.6667,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,第一套,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
上岸,UP,，上岸,char,UP,0.6667,0.6667,4,2,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
上岸,UP,研上岸,char,UP,0.6667,0.8,4,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
港硕,UP,的港硕,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
专业,UP,很专业,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
面试,UP,天面试,char,UP,0.6667,0.6667,4,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
面试,UP,了面试,char,UP,0.6667,0.5714,4,3,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
大厂,UP,#大厂,hash,UP,0.6667,0.6667,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
搞到钱,UP,搞钱,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
收入,UP,收入。,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
我会永远爱你,UP,我会永远,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,als,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,sla,char,UP,0.6667,0.6667,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,all的,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,ula,char,UP,0.6667,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,dal,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,lass,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,到了人生照片,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
大平层,UP,大平,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
头等舱,UP,头等,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
旅行vlog,UP,Vlog,char,UP,0.6667,0.5714,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
好自由,UP,自由自,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,到了人生照片,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
爽了,UP,太爽了,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
超可爱,UP,爱可,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
中了,UP,中和了,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
减肥,UP,我减肥,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福了,UP,了幸,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
笑了哈哈哈哈,UP,哈笑,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
笑了哈哈哈哈,UP,哈哈笑,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
500亿,UP,5亿,char,UP,0.6667,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
500亿,UP,00亿,char,UP,0.6667,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
比自己,AMBIGUOUS,比自,char,UP,0.6667,0.6,3,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
破防,AMBIGUOUS,的破防,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
羡慕,AMBIGUOUS,羡慕的,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
距离感,AMBIGUOUS,离感,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,po,word,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
第一,AMBIGUOUS,第一场,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
港硕,UP,港硕必,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
瘦了,UP,瘦了1,char,UP,0.6667,0.6,3,2,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
专业,UP,专业人,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
专业,UP,关专业,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
机会,UP,机会！,char,UP,0.6667,0.6,3,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
大厂,UP,大厂的,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,sala,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
别墅,UP,别墅里,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
别墅,UP,的别墅,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
台湾,UP,台湾的,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
留学,UP,，留学,char,UP,0.6667,0.6,3,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
减肥,UP,，减肥,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
减肥,UP,要减肥,char,UP,0.6667,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
减肥,UP,减肥，,char,UP,0.6667,0.6,3,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
拥有属于自己的家,UP,属于自己的,char,UP,0.625,0.8077,21,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Solo trip,UP,posit,char,UP,0.625,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
solo trip,UP,posit,char,UP,0.625,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
