term,feature_type,suggested_target,count_UP,count_NEUTRAL,count_DOWN,total_docfreq,purity,coverage,ambiguity,ambiguity_label,log_odds_z_UP,chi2_UP,mi_UP,log_odds_z_NEUTRAL,chi2_NEUTRAL,mi_NEUTRAL,log_odds_z_DOWN,chi2_DOWN,mi_DOWN,max_abs_log_odds_z,max_chi2,max_mi,suggested_bucket,context_rule_hint,l1_coef_UP,l1_coef_NEUTRAL,l1_coef_DOWN,l1_available
到我,char,DOWN,57,39,105,201,0.5224,105,57,UP,-2.2587,2.2835,0.000141,-1.6774,17.7094,0.001163,3.6714,32.6019,0.001838,3.6714,32.6019,0.001838,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.165576,-0.423659,0.185563,True
感觉,char,DOWN,229,201,341,771,0.4423,341,229,UP,-3.6576,5.0096,0.000306,1.0055,19.5428,0.001216,2.7162,44.1987,0.00255,3.6576,44.1987,0.00255,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.184318,-0.000351,0.166515,True
是什么,char,DOWN,52,70,95,217,0.4378,95,70,NEUTRAL,-3.6558,8.7818,0.000556,2.6363,0.0917,6e-06,1.306,10.6435,0.000613,3.6558,10.6435,0.000613,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.099865,-0.000715,True
后来,char,DOWN,51,30,92,173,0.5318,92,51,UP,-1.7925,1.1734,7.2e-05,-2.175,20.0646,0.001343,3.6502,30.8358,0.001735,3.6502,30.8358,0.001735,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.002205,0.0,0.0,True
因为我,char,DOWN,60,17,74,151,0.4901,74,60,UP,0.9426,2.8473,0.000166,-3.6499,33.4181,0.002398,2.3901,16.6821,0.000947,3.6499,33.4181,0.002398,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.859748,0.0,-0.573533,True
发生,char,DOWN,37,29,79,145,0.5448,79,37,UP,-2.6138,4.045,0.000254,-1.2593,11.6148,0.000759,3.6495,29.2756,0.001643,3.6495,29.2756,0.001643,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.376438,-0.053439,0.651091,True
甚至,char,DOWN,81,47,131,259,0.5058,131,81,UP,-1.597,0.5042,3.1e-05,-2.3668,27.3549,0.001815,3.6369,35.1607,0.00199,3.6369,35.1607,0.00199,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.059295,0.0,True
以为是,char,DOWN,10,24,37,71,0.5211,37,24,NEUTRAL,-3.6198,11.9269,0.000828,1.8042,0.0112,1e-06,2.1609,11.1832,0.00063,3.6198,11.9269,0.000828,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.406956,0.700092,0.0,True
死了,char,DOWN,9,22,36,67,0.5373,36,22,NEUTRAL,-3.6004,12.0247,0.000841,1.5727,0.0043,0.0,2.3603,12.4588,0.0007,3.6004,12.4588,0.000841,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.424669,0.0,0.040882,True
了。。,char,DOWN,6,22,28,56,0.5,28,22,NEUTRAL,-3.5805,12.9686,0.000939,2.5196,0.9372,5.5e-05,1.6045,6.9226,0.000392,3.5805,12.9686,0.000939,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.804807,0.423741,0.147867,True
这种,char,DOWN,104,96,182,382,0.4764,182,104,UP,-3.5664,6.6963,0.000415,0.2812,11.7901,0.00074,3.2656,36.1459,0.002061,3.5664,36.1459,0.002061,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.119566,0.013357,-0.122307,True
个人,char,DOWN,201,127,285,613,0.4649,285,201,UP,-1.6788,0.0842,5e-06,-2.1794,46.5726,0.003012,3.5606,50.4302,0.002889,3.5606,50.4302,0.003012,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.392891,-0.030932,0.298595,True
家人,char,DOWN,64,20,80,164,0.4878,80,64,UP,0.7932,2.4489,0.000143,-3.5585,33.3167,0.002361,2.4327,17.6228,0.001001,3.5585,33.3167,0.002361,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.47452,-0.310716,0.0,True
是什,char,DOWN,54,70,97,221,0.4389,97,70,NEUTRAL,-3.5497,8.0696,0.00051,2.4619,0.2425,1.5e-05,1.3521,11.0832,0.000638,3.5497,11.0832,0.000638,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
为是,char,DOWN,19,37,46,102,0.451,46,37,NEUTRAL,-3.543,10.0348,0.000664,2.7254,0.4362,2.6e-05,1.1665,6.2758,0.00036,3.543,10.0348,0.000664,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.370963,-0.607228,True
。但,char,DOWN,68,41,114,223,0.5112,114,68,UP,-1.723,0.8248,5e-05,-2.1147,22.7104,0.001505,3.5359,32.0782,0.001813,3.5359,32.0782,0.001813,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.028111,0.0,-0.313552,True
同学,char,DOWN,44,34,88,166,0.5301,88,44,UP,-2.5392,3.5408,0.000221,-1.2042,12.3764,0.000806,3.5331,29.0636,0.001635,3.5331,29.0636,0.001635,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.007724,-0.076549,0.222192,True
，想,char,DOWN,67,62,130,259,0.5019,130,67,UP,-3.3793,6.682,0.000418,-0.2146,10.3668,0.000657,3.5128,33.5921,0.001902,3.5128,33.5921,0.001902,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.520795,0.371959,0.189454,True
两个,char,DOWN,89,70,154,313,0.492,154,89,UP,-2.791,3.4955,0.000215,-0.8827,17.2564,0.001105,3.5104,36.1665,0.002054,3.5104,36.1665,0.002054,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,-0.187384,0.18678,True
还要,char,DOWN,37,32,80,149,0.5369,80,37,UP,-2.8175,4.9208,0.00031,-0.8602,9.4215,0.000608,3.5104,27.8737,0.001566,3.5104,27.8737,0.001566,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,-0.281101,True
样，,char,DOWN,46,36,91,173,0.526,91,46,UP,-2.5699,3.6033,0.000224,-1.1299,12.2541,0.000795,3.5003,29.054,0.001636,3.5003,29.054,0.001636,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
作，,char,DOWN,55,18,78,151,0.5166,78,55,UP,0.0962,0.6662,3.9e-05,-3.4843,31.4325,0.002236,3.0401,22.8536,0.001289,3.4843,31.4325,0.002236,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,-0.507936,0.209858,True
，到,char,DOWN,31,24,67,122,0.5492,67,31,UP,-2.4214,3.4879,0.000219,-1.2385,10.2348,0.000671,3.4414,25.5909,0.001435,3.4414,25.5909,0.001435,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.552465,True
人，,char,DOWN,132,77,192,401,0.4788,192,132,UP,-1.3045,0.0309,2e-06,-2.4617,37.2827,0.002447,3.4413,39.313,0.002241,3.4413,39.313,0.002447,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.155241,0.282129,-0.259065,True
晚上,char,DOWN,86,45,130,261,0.4981,130,86,UP,-1.0415,0.0167,1e-06,-2.708,30.9861,0.002074,3.4021,32.3207,0.001832,3.4021,32.3207,0.002074,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.275181,-0.594506,0.257188,True
什么？,char,DOWN,12,29,33,74,0.4459,33,29,NEUTRAL,-3.3892,9.8321,0.000667,2.8781,1.2019,7e-05,0.9055,4.1534,0.000238,3.3892,9.8321,0.000667,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.042216,True
离谱,char,DOWN,12,25,37,74,0.5,37,25,NEUTRAL,-3.3892,9.8321,0.000667,1.8382,0.0109,1e-06,1.8444,9.1676,0.000519,3.3892,9.8321,0.000667,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,-0.405515,0.133266,True
身体,char,DOWN,39,10,56,105,0.5333,56,39,UP,0.2336,0.699,4.1e-05,-3.3881,26.9033,0.001981,2.8747,18.8522,0.00106,3.3881,26.9033,0.001981,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.009726,-0.904404,0.0,True
，那,char,DOWN,91,44,133,268,0.4963,133,91,UP,-0.7133,0.0501,3e-06,-3.0479,35.2131,0.002376,3.3879,32.4824,0.001842,3.3879,35.2131,0.002376,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.167052,-0.115606,0.243081,True
，要,char,DOWN,58,33,97,188,0.516,97,58,UP,-1.4806,0.5283,3.2e-05,-2.2014,21.2644,0.00142,3.3759,28.3947,0.001602,3.3759,28.3947,0.001602,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
。这,char,DOWN,88,55,139,282,0.4929,139,88,UP,-1.6902,0.588,3.6e-05,-1.948,24.7316,0.001621,3.3621,32.8294,0.001863,3.3621,32.8294,0.001863,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.242415,0.0,0.354535,True
说是,char,DOWN,24,32,60,116,0.5172,60,32,NEUTRAL,-3.3611,8.448,0.000549,0.7688,1.6793,0.000104,2.6792,17.6136,0.000993,3.3611,17.6136,0.000993,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-1.048325,0.223116,0.0,True
啊，,char,DOWN,53,52,108,213,0.507,108,53,UP,-3.354,7.0058,0.000441,-0.0335,7.6314,0.000482,3.3345,29.1741,0.00165,3.354,29.1741,0.00165,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.295374,0.0291,0.164634,True
回来,char,DOWN,49,46,100,195,0.5128,100,49,UP,-3.1404,6.0325,0.000379,-0.2993,8.3366,0.00053,3.3511,28.4661,0.001608,3.3511,28.4661,0.001608,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.270599,0.0,-0.076645,True
为我,char,DOWN,90,37,117,244,0.4795,117,90,UP,0.2723,1.4369,8.5e-05,-3.3443,36.9158,0.002524,2.7065,23.6873,0.001348,3.3443,36.9158,0.002524,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.039464,0.0,-0.295484,True
半夜,char,DOWN,5,18,25,48,0.5208,25,18,NEUTRAL,-3.3407,11.3995,0.000829,2.0591,0.3999,2.4e-05,1.7727,7.5158,0.000423,3.3407,11.3995,0.000829,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-1.001217,0.892833,-0.280327,True
毕业,char,DOWN,110,48,140,298,0.4698,140,110,UP,0.3108,1.7941,0.000106,-3.334,40.7676,0.002758,2.6526,25.3504,0.001447,3.334,40.7676,0.002758,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.32087,-0.121658,0.075546,True
的话,char,DOWN,69,76,119,264,0.4508,119,76,NEUTRAL,-3.3239,6.3345,0.000395,1.6117,2.4072,0.000148,1.8694,16.5058,0.000947,3.3239,16.5058,0.000947,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.134826,0.450127,-0.226437,True
我要,char,DOWN,46,22,77,145,0.531,77,46,UP,-1.0826,0.1694,1e-05,-2.5758,21.6523,0.001482,3.3238,25.5592,0.001438,3.3238,25.5592,0.001482,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.383579,-0.100726,0.0,True
有人,char,DOWN,102,93,173,368,0.4701,173,102,UP,-3.3078,5.4416,0.000336,0.3388,10.9464,0.000686,2.9598,31.7251,0.001812,3.3078,31.7251,0.001812,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.290268,0.174835,-0.020501,True
突然,char,DOWN,100,81,168,349,0.4814,168,100,UP,-2.8633,3.5723,0.000219,-0.5656,16.4345,0.001046,3.3072,35.2164,0.002005,3.3072,35.2164,0.002005,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.191701,-0.001135,0.167794,True
不出,char,DOWN,29,36,67,132,0.5076,67,36,NEUTRAL,-3.3018,7.7788,0.000501,0.7366,2.1339,0.000132,2.6372,18.0123,0.001018,3.3018,18.0123,0.001018,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
压力,char,DOWN,46,14,64,124,0.5161,64,46,UP,0.2432,0.8075,4.8e-05,-3.3004,27.2727,0.001957,2.7455,18.6177,0.00105,3.3004,27.2727,0.001957,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.139459,True
要求,char,DOWN,52,27,86,165,0.5212,86,52,UP,-1.2105,0.2472,1.5e-05,-2.4071,21.5451,0.001456,3.2965,26.3121,0.001483,3.2965,26.3121,0.001483,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.106818,-0.410097,0.596729,True
后我,char,DOWN,55,29,90,174,0.5172,90,55,UP,-1.2174,0.2345,1.4e-05,-2.3821,21.9346,0.001478,3.2814,26.6081,0.001501,3.2814,26.6081,0.001501,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.560587,0.3024,-0.524396,True
是因,char,DOWN,58,37,99,194,0.5103,99,58,UP,-1.7785,1.0483,6.4e-05,-1.7536,17.9059,0.001179,3.273,27.524,0.001555,3.273,27.524,0.001555,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.058295,-0.119796,0.0,True
心里,char,DOWN,40,30,78,148,0.527,78,40,UP,-2.2688,2.6867,0.000167,-1.1965,11.3793,0.000742,3.2619,25.0433,0.00141,3.2619,25.0433,0.00141,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
宿舍,char,DOWN,16,25,45,86,0.5233,45,25,NEUTRAL,-3.2571,8.4705,0.000561,0.9803,0.6726,4.1e-05,2.4173,13.8822,0.000782,3.2571,13.8822,0.000782,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.279066,0.0,0.22815,True
确实,char,DOWN,51,25,83,159,0.522,83,51,UP,-1.0419,0.1132,7e-06,-2.5433,22.3533,0.001521,3.2559,25.5546,0.00144,3.2559,25.5546,0.001521,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.031832,-0.423366,0.490353,True
是因为,char,DOWN,57,36,97,190,0.5105,97,57,UP,-1.7308,0.9653,5.9e-05,-1.7749,17.8389,0.001176,3.245,27.0099,0.001526,3.245,27.0099,0.001526,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,-0.003233,0.296778,True
我去,char,DOWN,31,22,63,116,0.5431,63,31,UP,-2.0749,2.3044,0.000143,-1.3823,10.7657,0.00071,3.2279,22.9566,0.001288,3.2279,22.9566,0.001288,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.304325,0.0,0.0,True
学校,char,DOWN,110,47,132,289,0.4567,132,110,UP,0.7129,3.0285,0.000178,-3.2241,38.777,0.002619,2.1628,20.0433,0.001148,3.2241,38.777,0.002619,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.283097,-0.319146,-0.051433,True
高考,char,DOWN,28,3,34,65,0.5231,34,28,UP,1.1759,2.8061,0.000162,-3.2206,24.1536,0.001951,2.0987,10.4459,0.000588,3.2206,24.1536,0.001951,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.248128,-0.554115,0.0,True
内心,char,DOWN,38,10,52,100,0.52,52,38,UP,0.4064,0.9972,5.9e-05,-3.2169,24.5875,0.001798,2.5422,15.616,0.00088,3.2169,24.5875,0.001798,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
时的,char,DOWN,38,8,43,89,0.4831,43,38,UP,1.302,3.5588,0.000205,-3.2112,23.7992,0.001767,1.7037,8.9089,0.000506,3.2112,23.7992,0.001767,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,-1.43827,0.37195,True
得我,char,DOWN,32,27,68,127,0.5354,68,32,UP,-2.5188,3.8313,0.000241,-0.8507,8.3073,0.000537,3.2081,23.3491,0.001312,3.2081,23.3491,0.001312,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.390873,0.068029,0.200252,True
，可,char,DOWN,113,87,181,381,0.4751,181,113,UP,-2.5883,2.4104,0.000147,-0.7608,19.3875,0.001237,3.2072,35.3514,0.002017,3.2072,35.3514,0.002017,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.325959,0.0,0.337036,True
的。,char,DOWN,106,72,164,342,0.4795,164,106,UP,-1.9423,0.8693,5.3e-05,-1.4847,23.7756,0.001538,3.2052,33.619,0.001915,3.2052,33.619,0.001915,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.133684,0.197944,0.0,True
啊？,char,DOWN,22,35,49,106,0.4623,49,35,NEUTRAL,-3.2002,7.6311,0.000496,2.0211,0.0018,0.0,1.425,7.8524,0.000449,3.2002,7.8524,0.000496,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.056719,0.34196,0.0,True
的家,char,DOWN,41,9,44,94,0.4681,44,41,UP,1.5219,4.5358,0.000261,-3.1966,23.9499,0.001762,1.4562,7.6021,0.000434,3.1966,23.9499,0.001762,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.211069,-0.091695,-0.134902,True
，后,char,DOWN,44,33,83,160,0.5188,83,44,UP,-2.2371,2.4881,0.000154,-1.1405,11.6539,0.000758,3.1844,24.8306,0.0014,3.1844,24.8306,0.0014,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.461715,-0.557303,True
经常,char,DOWN,54,19,74,147,0.5034,74,54,UP,0.1734,0.7847,4.6e-05,-3.1835,27.7669,0.00195,2.682,19.1373,0.001083,3.1835,27.7669,0.00195,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,-0.090179,0.0,True
有时候,char,DOWN,35,14,59,108,0.5463,59,35,UP,-0.7871,0.0411,2e-06,-2.7204,20.2279,0.001421,3.1794,22.0117,0.001235,3.1794,22.0117,0.001421,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.427628,True
了什,char,DOWN,10,24,29,63,0.4603,29,24,NEUTRAL,-3.1741,8.6983,0.000592,2.4639,0.682,4e-05,1.0672,4.5022,0.000257,3.1741,8.6983,0.000592,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,-0.164218,0.0,0.0,True
比我,char,DOWN,29,5,38,72,0.5278,38,29,UP,0.7464,1.5818,9.2e-05,-3.1717,22.5934,0.001738,2.2876,12.1656,0.000684,3.1717,22.5934,0.001738,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,-0.614383,0.333568,True
